품목기준코드,품목명,업체명,회수사유내용,강제여부구분,승인일자,회수명령일자,사업자번호,표준코드,
200200325,테이코신주(테이코플라닌),일동제약(주),시판후안정성시험에서부적합(수분시험기준초과)에따른영업자회수,N,-,20260605,6828500435,8806429022706|8806429022713|8806429022720,
196700015,하트만덱스액,제이더블유중외제약(주),시판후안전관리정보에따른사전예방적조치로영업자회수,N,-,20260602,1188102477,8806449044702|8806449044719|8806449044726|8806449119301|8806449119318|8806449119325|8806449119332,
201309652,로바티탄정20/160밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689026605|8806689026612|8806689026629,
201309653,로바티탄정20/80밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689026704|8806689026711|8806689026728,
201309654,로바티탄정10/160밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689026407|8806689026414|8806689026421,
201309655,로바티탄정10/80밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689026506|8806689026513|8806689026520,
201404745,로바티탄정5/80밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689028807|8806689028814,
201404990,로바티탄정5/160밀리그램,(주)엘지화학,시판후안정성시험일부항목기준초과및사전예방적조치에따른영업자회수,N,-,20260602,1078198139,8806689029002|8806689029019,
201108773,선일인동,농업회사법인선일생약주식회사,순도시험1)이물,Y,20260605154633,20260601,1328199911,8800617004604|8800617004611|8800617004628,
201900360,엔탭허브작약,(주)엔탭허브,정량법(알비플로린및패오니플로린의합),Y,20260605143945,20260601,3308101200,8800626015509|8800626015516|8800626015523,
201906653,형율차전자,형율제약주식회사,품질부적합[잔류농약(프로사이미돈)기준초과],Y,-,20260601,2558600735,8800647006906|8800647006913,
197400040,인데놀정10mg(프로프라놀롤염산염),동광제약(주),불순물(N-nitroso-propranolol)허용기준초과검출에따른영업자회수,N,20260529165844,20260529,2018644250,8806459024701|8806459024718|8806459024725|8806459024732,
202005106,레이헥솔주300(이오헥솔),일성아이에스(주),제품라벨에표시기재(표준코드)오기재로인한영업자회수,N,20260602103312,20260528,1068100710,8806554041405|8806554041412|8806554041429|8806554041436|8806554041443|8806554041450,
202400552,1.엑스퍼트브레스케어일사오공치약|2.엑스퍼트보타닉일사오공치약|3.엑스퍼트주니어치약(트로피칼후르츠향)|4.덴티메이트일사오공구취케어치약|5.덴티메이트일사오공충치케어치약|6.덴티메이트뉴일사오공구취케어치약|7.덴티메이트뉴일사오공충치케어치약|8.크리오지오일사오공치약|9.삭제|10.덴티메이트뉴일사오공구취솔루션치약,(주)크리오,품질부적합(pH),Y,-,20260528,1298116141,-,
201109869,펠라고시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2)),(주)씨엠지제약,품질부적합우려(성상|미생물한도)에따른영업자회수,N,20260527164001,20260526,1348171976,8806486024507|8806486024514|8806486024521|8806486024538,
201908484,스피롱액,삼성제약(주),안정성시험부적합(성상|pH)에따른영업자회수,N,20260601111600,20260526,2078100726,8806423082409|8806423082416|8806423088609|8806423088616|8806473041104|8806473041111,
200712885,도라셋정,진양제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출에따른시중유통품에대한영업자회수,N,-,20260522,2148110673,8806503017109|8806503017116|8806503017123|8806503017130,
200504595,현진오매,(주)현진제약,순도시험4)벤조피렌,Y,20260522165838,20260520,2048189192,8800648012609|8800648012616|8800648012623|8800648012630,
200504627,현진초과,(주)현진제약,순도시험4)벤조피렌,Y,20260522165708,20260520,2048189192,8800648016904|8800648016911|8800648016928|8800648016935,
200712693,푸른무약목통,(주)푸른무약,성상부적합(주피미제거),Y,20260522141631,20260520,2048181939,8800687005709|8800687005716|8800687005723|8800687005730|8800687005747,
201900520,엔탭허브오매,(주)엔탭허브,순도시험4)벤조피렌,Y,20260522151704,20260520,3308101200,8800626002202|8800626002219|8800626002226,
201903895,올본당귀,주식회사올본,중금속(카드뮴),Y,20260522135447,20260520,4858801436,8800612004104|8800612004111|8800612004128|8800612004135,
202106217,크레메진속붕정(구형흡착탄),에이치케이이노엔(주),품질부적합(잔류용매(에탄올))우려에따른사전예방적조치로시중유통품에대해영업자회수,N,20260527160410,20260520,2018638914,8806400077602|8806400077619|8806400077626,
202501008,허브팜곡기생,(주)허브팜,관능(성상)부적합(기원부적합|편지곡기생),Y,20260528105335,20260520,1328180770,8800665021905|8800665021912|8800665021929|8800665021936,
200007577,풍산강황,풍산주식회사,정량법(쿠르쿠민|데메톡시쿠르쿠민|비스데메톡시쿠르쿠민의합)부적합,Y,20260528144735,20260519,5088102535,8800679001405|8800679001412|8800679001429,
202301532,부설칸주(부설판),파마사이언스코리아(주),유연물질기준초과우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260528105047,20260518,2648108658,8806276002609|8806276002616|8806276002623,
200805598,유트렌정,일양바이오팜(주),불순물(N-nitroso-N-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20260515,3048122322,8806732008404|8806732008411|8806732008428|8806732008435|8806966002100|8806966002117|8806966002124|8806966002131,
200805599,유트렌세미정,일양바이오팜(주),불순물(N-nitroso-N-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20260515,3048122322,8806732008503|8806732008510|8806732008527|8806732008534|8806966002001|8806966002018|8806966002025|8806966002032,
200102527,노텍정(세티리진염산염),미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575001105|8806575001112|8806575001129|8806575001136|8806575001143,
200402546,이모나캡슐,미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575008807|8806575008814|8806575008821|8806575008838|8806575008845|8806575008852,
200804563,트라마펜정,구주제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260520171525,20260514,1248136268,8806698032901|8806698032918|8806698032925|8806698032932,
201402890,트라마펜세미정,구주제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260520171504,20260514,1248136268,8806698043709|8806698043716|8806698043723,
201803896,리치정,미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575033304|8806575033311|8806575033328|8806575033335|8806575033342,
201905304,탄시나정,미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575034707|8806575034714|8806575034721|8806575034738|8806575034745|8806575034752|8806575034769|8806575034776|8806575034783,
202204621,하이타민골드정,미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575040104|8806575040111|8806575040128|8806575040135,
202303052,하이펜에스정,미래바이오제약(주),유통제품품질부적합우려,Y,-,20260514,1258139744,8806575040203|8806575040210,
202402153,마그스타에프정,주식회사더유제약,유통제품품질부적합우려,Y,20260528103051,20260514,1138669177,8806575040609|8806575040616|8806575040623,
200612457,씨케이당삼,씨케이(주),품질부적합(중금속(카드뮴)시험부적합),Y,-,20260511,2048123491,8800619005005|8800619005012|8800619005029|8800619005036,
200612734,씨케이당귀,씨케이(주),품질부적합(중금속(카드뮴)시험부적합),Y,-,20260511,2048123491,8800619005104|8800619005111|8800619005128|8800619005135,
200713433,모닝제약두충염자,모닝제약,관능(성상)부적합,Y,20260518100844,20260511,5031636653,8800683000302|8800683000319|8800683000326|8800683000333|8800683000340,
200804952,마이티셋정(트라마돌염산염|아세트아미노펜),에이치엘비제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260511092346,20260511,2088125623,8806473013507|8806473013514|8806473013521|8806473013538,
200805497,하이세펜정,(주)한국파마,불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260529165812,20260508,1248115899,8806530044703|8806530044710|8806530044727|8806530044734|8806530044741|8806530044758,
201900516,엔탭허브오약,(주)엔탭허브,중금속(카드뮴)부적합,Y,20260513131034,20260508,3308101200,8800626014601|8800626014618|8800626014625,
202000633,네츄럴블랙치약,우리생활건강,품질부적합우려,N,-,20260508,6132694871,-,
197500646,풍산숙지황,풍산주식회사,정량법(5-히드록시메틸-2-푸르알데히드)부적합(기준초과),Y,20260604152415,20260507,5088102535,8800679004703|8800679004710|8800679004727,
199402914,풍산산수유,풍산주식회사,잔류농약(트리아조포스)부적합(기준초과),Y,20260513083555,20260507,5088102535,8800679004208|8800679004215|8800679004222|8800679004239,
199906439,풍산오매,풍산주식회사,순도시험(벤조피렌)부적합(기준초과),Y,20260513083721,20260507,5088102535,8800679005700|8800679005717|8800679005724,
200702476,씨케이단삼,씨케이(주),품질부적합(정량법(실비아놀산B)),Y,-,20260507,2048123491,8800619005203|8800619005210|8800619005227|8800619005234,
200713094,울셋세미정,(주)비씨월드제약,불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260508105954,20260507,1398111269,8806531019700|8806531019717|8806531019724|8806531019731,
200713095,울셋정,(주)비씨월드제약,불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260508110021,20260507,1398111269,8806531019809|8806531019816|8806531019823|8806531019830|8806531019847,
201603986,뉴트라정,안국뉴팜(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260602104800,20260507,4938700407,8800536002309|8800536002316|8800536002323|8800536002330,
200706008,아마돌정,아주약품(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260527173509,20260506,8028803696,8806540007507|8806540007514|8806540007521|8806540007538,
200804696,영트라셋정,영진약품(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260508105916,20260506,2188100352,8806424019305|8806424019312|8806424019329|8806424019336,
201006589,1.자연이쓰는치약시린메디|2.네오시린큐치약|3.이시린엑스치약(Esirin-XToothpaste)|4.닥투스시린케어치약(수출명:DoctoothShirincareToothpaste)|5.오프리케어닥터시린이케어치약|6.해링비센스액티브플러스치약|7.덴티라보센서티브치약|8.닥터니어유센서티브치약|9.아일랜드크림스톤치약|10.성원시린이케어치약,(주)성원제약,품질부적합(pH)-성원시린이케어치약,Y,-,20260506,2048175757,-,
201310583,트라플엠정,(주)마더스제약,불순물(N-nitrose-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20260506,3128629302,8806228017309|8806228017316|8806228017323,
201405383,트라플엠세미정,(주)마더스제약,불순물(N-nitrose-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20260506,3128629302,8806228021504|8806228021511|8806228021528,
202107249,1.덴티라보리인포스치약|2.코랄리에프레쉬치약(아쿠아민트향)|3.코랄리에치약(솔트맛)|4.쥬브니일사오공치약|5.호이허그키즈육공치약(레몬민트향)|6.글릿브라이트닝스텝투치약|7.리브러쉬캐비티케어치약|8.블랑쉬화이트치약,(주)성원제약,품질부적합(pH및함수이산화규소확인)-리브러쉬캐비티케어치약,Y,-,20260506,2048175757,-,
202402280,리브러쉬화이트닝치아미백제,(주)성원제약,품질부적합(과산화수소확인및함량시험),Y,20260604140151,20260506,2048175757,-,
202500553,1.아딘폴거품세정액|2.덴티오클렌저|3.퓨리덴구강장치세정제|4.스마일폼의치세정제|5.파로덱스의치세정제|6.덴탈비프로클리어구강장치세정제|7.소피오티클리어구강장치세정제|8.미라클구강장치세정폼|9.닥트러스트리치폼구강장치세정제|10.프로덴티브큐잇클리어구강장치세정폼|11.퓨어덴티구강장치세정액|12.닥터덴구강장치세정제,(주)성원제약,품질부적합(탄산수소나트륨의확인및함량시험|질량용량시험)-퓨어덴티구강장치세정액,Y,-,20260506,2048175757,-,
202500553,1.아딘폴거품세정액|2.덴티오클렌저|3.퓨리덴구강장치세정제|4.스마일폼의치세정제|5.파로덱스의치세정제|6.덴탈비프로클리어구강장치세정제|7.소피오티클리어구강장치세정제|8.미라클구강장치세정폼|9.닥트러스트리치폼구강장치세정제|10.프로덴티브큐잇클리어구강장치세정폼|11.퓨어덴티구강장치세정액|12.닥터덴구강장치세정제,(주)성원제약,품질부적합(탄산수소나트륨의확인및pH)-프로덴티브큐잇클리어구강장치세정폼,Y,-,20260506,2048175757,-,
200804563,트라마펜정,구주제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260520171654,20260504,1248136268,8806698032901|8806698032918|8806698032925|8806698032932,
201402890,트라마펜세미정,구주제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260520171554,20260504,1248136268,8806698043709|8806698043716|8806698043723,
200707218,펜큐어세미정,현대약품(주),불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260528102128,20260430,1308100988,8806420010702|8806420010719|8806420010726|8806420010733|8806420010740,
200707219,펜큐어정,현대약품(주),불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260528102148,20260430,1308100988,8806420010801|8806420010818|8806420010825|8806420010832|8806420010849,
200712587,휴트라돌세미정,(주)휴온스,불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260529093510,20260430,8638700270,8806706043103|8806706043110|8806706043127|8806706043134|8806706043141|8806706043158,
200712588,휴트라돌정,(주)휴온스,불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260529093454,20260430,8638700270,8806706043202|8806706043219|8806706043226|8806706043233,
200805388,울트라맥정,맥널티제약(주),불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260527102758,20260430,2998102136,8806415008806|8806415008813|8806415008820|8806415008837|8806415008844,
200805389,울트라맥세미정,맥널티제약(주),불순물(N-nitroso-N-desmethyl-tramadol)허용기준초과검출,N,20260527102748,20260430,2998102136,8806415009100|8806415009117|8806415009124|8806415009131|8806415009148,
201502928,휴니즈트라셋정,(주)휴온스메디텍,불순물(N-nitroso-desmethyl-tramadol)허용기준초과검출,N,20260504095914,20260430,6178124930,8806704008906|8806704008913|8806704008920,
201603985,트라셋세미정,(주)휴온스메디텍,불순물(N-nitroso-desmethyl-tramadol)허용기준초과검출,N,-,20260430,6178124930,8806704012408|8806704012415|8806704012422|8806704012439|8806704012446,
202402280,리브러쉬화이트닝치아미백제,(주)성원제약,함량시험(과산화수소),Y,20260604140414,20260430,2048175757,-,
201309541,네오코정,한국신텍스제약(주),품질부적합(확인시험1)|함량시험(클로로르페니라민말레산염|슈도에페드린염산염)|제제균일성시험),Y,20260518134008,20260429,6138163381,8806230033502|8806230033519,
199805821,풍산토사자,풍산주식회사,성상부적합,Y,20260428084646,20260422,5088102535,8800679015105|8800679015112|8800679015129,
201206589,솔고플라티노이온덴티치약,우리생활건강,품질부적합우려,N,-,20260422,6132694871,-,
202300562,1.그린파인치약|2.미라클키트케어치약|3.화인메가치약,우리생활건강,품질부적합우려(그린파인치약),N,-,20260422,6132694871,-,
202300984,단바이오치약,우리생활건강,품질부적합우려,N,-,20260422,6132694871,-,
202007244,1.마데바텔넥치약|2.덴탈힐링프로폴치약|3.프로폴리브이아이피홍삼향진치약|4.닥터하루오프리미엄치약,우리생활건강,품질부적합우려(프로폴리브이아이피홍삼향진치약),N,20260515134158,20260420,6132694871,-,
202007244,1.마데바텔넥치약|2.덴탈힐링프로폴치약|3.프로폴리브이아이피홍삼향진치약|4.닥터하루오프리미엄치약,우리생활건강,품질부적합우려(마데바텔넥치약),N,20260515134220,20260420,6132694871,-,
202007244,1.마데바텔넥치약|2.덴탈힐링프로폴치약|3.프로폴리브이아이피홍삼향진치약|4.닥터하루오프리미엄치약,우리생활건강,품질부적합우려(덴탈힐링프로폴치약),N,20260515134236,20260420,6132694871,-,
201908485,리버만로라부스트액(L-아스파르트산-L-오르니틴),동아제약(주),안정성시험일부항목(성상)기준일탈로인한영업자회수,N,20260416090842,20260415,2048640118,8806265014804|8806265014811|8806265014828|8806265014835,
200302817,구미포비스왑스틱(포비돈요오드)(수출명:포비딕),구미제약(주),이물혼입으로인한영업자회수,N,-,20260410,1378173459,8806804000909|8806804000916|8806804000923|8806804000930,
200504654,현진단삼,(주)현진제약,정량법(살비아놀산B),Y,20260420152843,20260410,2048189192,8800648003102|8800648003119|8800648003126|8800648003133|8800648003140|8800648003157,
200711240,농림자소엽,(주)농림생약,순도시험1)이물가)줄기,Y,20260420151535,20260410,3128137170,8800616010903|8800616010910|8800616010927|8800616010934,
201309487,이트라펜정,(주)화이트생명과학,불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260512094853,20260406,2208843940,8806252002203|8806252002210|8806252002227,
201906489,평위천프라임액,광동제약(주),카톤포장오류로인한영업자회수,N,20260427140536,20260406,1138108888,8806418068104|8806418068111,
201507284,제이리브현탁액(L-류신|L-발린|L-이소류신),제이더블유중외제약(주),의약품동등성재평가결과(유용성미인정)에따른영업자회수,N,20260407132613,20260403,1188102477,8806449140602|8806449140619|8806449140626,
200109947,부광미다졸람주사,부광약품(주),2차포장표시오기에따른영업자회수,N,20260430144409,20260402,1188100450,8806422006901|8806422006918|8806422006925|8806422007007|8806422007014|8806422007021,
200707223,엔시트라정(트라마돌염산염|아세트아미노펜),한림제약(주),불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260421104350,20260402,1358102638,8806453011806|8806453011813|8806453011820|8806453011837,
200706109,엑스페인세미정,(주)한독,니트로사민류불순물(N-nitroso-desmethyl-tramadol)의일일섭취허용량을초과한특정제조단위에대한영업자회수,N,20260429102336,20260401,2208100530,8806521051000|8806521051017|8806521051024|8806700006302|8806700006319|8806700006326|8806700006333,
200706110,엑스페인정,(주)한독,니트로사민류불순물(N-nitroso-desmethyl-tramadol)의일일섭취허용량을초과한특정제조단위에대한영업자회수,N,20260429102458,20260401,2208100530,8806521050706|8806521050713|8806521050720|8806700006401|8806700006418|8806700006425|8806700006432,
200903973,마데카솔케어연고,동국제약(주),포장재불량(코팅벗겨짐)에따른영업자회수,N,20260429102006,20260401,3018508241,8806534016409|8806534016416|8806534016423,
201900333,삼성로수바스타틴정20밀리그램(로수바스타틴칼슘),삼성제약(주),바코드오류에따른영업자회수,N,20260430143515,20260401,2078100726,8806423073100|8806423073117|8806423073124,
200305540,뉴키토플러스원치약(수출명:NewchitoPlusOneToothpaste)|아파타이트뉴키토플러스원치약(수출명:ApatiteNewchitoPlusOneToothpaste)|닥투스키토케어치약(DoctoothChitoCareToothpaste)|뉴플치약,(주)성원제약,품질부적합우려(뉴키토플러스원치약),N,-,20260331,2048175757,-,
201203603,1.잇몸케어플러스치약|2.성원잇몸케어플러스치약,(주)성원제약,품질부적합우려(성원잇몸케어플러스치약),N,-,20260331,2048175757,-,
201700189,1.퓨어검덴탈케어치약|2.아쉬세븐옐로프레쉬치약|3.씨에이치올인원치약|4.리브러쉬오랄케어솔루션습관치약|5.덴탈더블케어치약|6.이처럼토탈케어치약|7.러버스올케어치약(모과향)|8.웰비네추럴밸런스치약|9.리브러쉬오우트밀잇몸케어치약|10.리브러쉬브레스케어치약|11.리브러쉬검케어치약,(주)성원제약,품질부적합우려(리브러쉬브레스케어치약),N,-,20260331,2048175757,-,
201800362,자연세상유백피,(주)자연세상,성상,Y,20260403153723,20260331,1278641862,8800675008507|8800675008514|8800675008521|8800675008538|8800675008545,
201900582,엔탭허브골쇄보,(주)엔탭허브,성상,Y,20260403153623,20260331,3308101200,8800626002806|8800626002813|8800626002820,
201904809,1.굿모닝미소지은이프레쉬치약|2.원투스클리닉치약|3.라덴스포마덜치약|4.티앤에스요즘치약|5.뷔에르엔프리미엄오르셀치약|6.튼튼맘스프레시치약(루이보스향)|7.코코시크치약|8.블링투치약|9.휘아푸카치약|10.매스티키스청신케어매스틱치약|11.매스티키스청결샤인매스틱치약|12.매스티키스골드투치약|13.허브씨드치약|14.이센치약|15.비앙투스치약|16.매스티키즈투치약(딸기향)|17.퀀텀투스케어치약|18.제이베럴즈치약(스피아민트향)|19.니써바퀀텀투스케어치약|20.착한노력치약|21.후하치약|22.미미보프리미엄치약|23.닥터클러브치약|24.모닝브레스오션프레시치약|25.사우나랩스멀티케어내추럴치약|26.엔지일일공공치약|27.성원프레쉬치약|28.다온레드파인쿨치약|29.라이프지프레쉬브레스치약|30.더마레딕스치석케어치약|31.엠비엘에스덴탈치약|32.바니티스육공치약(사과향)|33.씨프레쉬플러스치약|34.달시엔코리쎈치약|35.엔트리구강케어치약|36.드림구강엔비타치약|37.뮤직스케치치약|38.비코드데일리콜로치약,(주)성원제약,품질부적합우려(매스티키스골드투치약),N,-,20260331,2048175757,-,
201904809,1.굿모닝미소지은이프레쉬치약|2.원투스클리닉치약|3.라덴스포마덜치약|4.티앤에스요즘치약|5.뷔에르엔프리미엄오르셀치약|6.튼튼맘스프레시치약(루이보스향)|7.코코시크치약|8.블링투치약|9.휘아푸카치약|10.매스티키스청신케어매스틱치약|11.매스티키스청결샤인매스틱치약|12.매스티키스골드투치약|13.허브씨드치약|14.이센치약|15.비앙투스치약|16.매스티키즈투치약(딸기향)|17.퀀텀투스케어치약|18.제이베럴즈치약(스피아민트향)|19.니써바퀀텀투스케어치약|20.착한노력치약|21.후하치약|22.미미보프리미엄치약|23.닥터클러브치약|24.모닝브레스오션프레시치약|25.사우나랩스멀티케어내추럴치약|26.엔지일일공공치약|27.성원프레쉬치약|28.다온레드파인쿨치약|29.라이프지프레쉬브레스치약|30.더마레딕스치석케어치약|31.엠비엘에스덴탈치약|32.바니티스육공치약(사과향)|33.씨프레쉬플러스치약|34.달시엔코리쎈치약|35.엔트리구강케어치약|36.드림구강엔비타치약|37.뮤직스케치치약|38.비코드데일리콜로치약,(주)성원제약,품질부적합우려(엔트리구강케어치약),N,-,20260331,2048175757,-,
202500553,1.아딘폴거품세정액|2.덴티오클렌저|3.퓨리덴구강장치세정제|4.스마일폼의치세정제|5.파로덱스의치세정제|6.덴탈비프로클리어구강장치세정제|7.소피오티클리어구강장치세정제|8.미라클구강장치세정폼|9.닥트러스트리치폼구강장치세정제|10.프로덴티브큐잇클리어구강장치세정폼|11.퓨어덴티구강장치세정액|12.닥터덴구강장치세정제,(주)성원제약,아딘폴거품세정액품질부적합(탄산수소나트륨확인및함량시험),Y,-,20260331,2048175757,-,
200401147,프레벨액0.25%(프레드니카르베이트),태극제약(주),직접용기의불량(누설)에따른영업자회수,N,-,20260330,1248134163,8806448029205|8806448029212|8806448029229|8806448029236|8806448029243|8806448029250,
200511279,프로토픽연고0.1%(타크로리무스수화물),레오파마(유),2차포장용기(카톤)의표시기재사항(효능효과)오기에따른영업자회수※0.03%의효능효과로표시함.,N,20260402091549,20260330,1048647640,8806267001109|8806267001116|8806267001123|8806772001502|8806772001519|8806772001526,
199300303,타나민정(은행엽건조엑스)<수출명:디멘탈정(은행엽건조엑스)>,(주)유유제약,표시기재일부누락(바코드)에따른영업자회수,N,20260413135045,20260327,1238101790,8806445011203|8806445011210|8806445011227|8806445011234|8806445011241|8806445011258|8806445011265|8806445011272|8806445011289|8806445011296,
199700379,타나민정80밀리그램(은행엽건조엑스),(주)유유제약,표시기재일부누락(바코드)에따른영업자회수,N,20260413135204,20260327,1238101790,8806445011401|8806445011418|8806445011425|8806445011432|8806445011449|8806445011456|8806445011463|8806445011470|8806445011487,
199900185,타나민정120밀리그람(은행엽건조엑스),(주)유유제약,표시기재일부누락(바코드)에따른영업자회수,N,20260413135216,20260327,1238101790,8806445011302|8806445011319|8806445011326|8806445011333|8806445011340|8806445011357|8806445011364|8806445011371|8806445011388|8806445011395|8806445034516,
200404345,소폐탕엑스과립(소청룡탕),경방신약(주),이물혼입우려에따른영업자회수,N,20260424093556,20260324,1318151063,8806613026107|8806613026114|8806613026121|8806613026138|8806613026145|8806613026152|8806613026169|8806613026176,
202301173,타나민정240밀리그램(은행엽건조엑스),(주)유유제약,표시기재일부누락(바코드)에따른영업자회수,N,20260414090406,20260324,1238101790,8806445034301|8806445034318|8806445034325|8806445034332|8806445034349|8806445034356|8806445034363|8806445034370,
200305540,뉴키토플러스원치약(수출명:NewchitoPlusOneToothpaste)|아파타이트뉴키토플러스원치약(수출명:ApatiteNewchitoPlusOneToothpaste)|닥투스키토케어치약(DoctoothChitoCareToothpaste)|뉴플치약,(주)성원제약,품질부적합우려(뉴키토플러스원치약),Y,20260408143810,20260323,2048175757,-,
201703988,에이스덴탈거즈,에이스메디칼(주),품질부적합(형상),Y,20260408143619,20260323,4568501548,-,
201902260,울트라뉴정,(주)시어스제약,불순물(N-nitroso-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20260318,5768100700,8806890006304|8806890006311|8806890006328|8806890006335,
200400587,글립타이드정200밀리그람(설글리코타이드),삼일제약(주),‘설글리코타이드’제제에대한재평가결과|유용성미입증,Y,20260409154113,20260316,1348500765,8806439000206|8806439000213|8806439000220|8806439000237,
197500023,트리암시놀론주사40밀리그램(트리암시놀론아세토니드),동광제약(주),이물혼입우려에따른영업자회수,N,20260416110046,20260313,2018644250,8806459030009|8806459030016|8806459030023|8806459030030|8806459030047,
202501413,씨오르브이라인핏보건용마스크(KF94)(대형|중형|소형)(흰색|검정색|진한회색|연한상아색|연분홍색),주식회사아맥스,이물혼입우려에따른영업자회수,N,20260320141241,20260313,1268172805,-,
199303869,풍산창출,풍산주식회사,확인|순도시험부적합,Y,20260320075521,20260312,5088102535,8800679008305|8800679008312|8800679008329,
199303874,풍산시호,풍산주식회사,순도|이물시험부적합,Y,20260320075453,20260312,5088102535,8800679005007|8800679005014|8800679005021,
200805152,위더셋정,위더스제약(주),불순물(N-nitro-desmethyl-tramadol)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20260410140946,20260312,1258522182,8806607021507|8806607021514|8806607021521|8806607021538|8806607021545,
201503344,영천약초도매시장건강,영천약초도매시장주식회사,정량법|6-징게롤시험부적합,Y,20260320075419,20260312,3538100034,8800651001003|8800651001010|8800651001027|8800651001034|8800651001041|8800651001058,
200802074,이풀잎시호,(주)이풀잎제약,순도시험1)이물가)줄기및잎,Y,20260316140711,20260309,1328195026,8800660008901|8800660008918|8800660008925|8800660008932|8800660008949,
201100673,에이스이엔티거즈,에이스메디칼(주),품질부적합우려,N,20260408143524,20260309,4568501548,-,
201100682,에이스멸균탈지면,에이스메디칼(주),품질부적합우려,N,20260408143330,20260309,4568501548,-,
201900577,엔탭허브구기자,(주)엔탭허브,잔류농약(뷰프로페진),Y,20260316115353,20260309,3308101200,8800626003704|8800626003711|8800626003728,
201904949,나음음양곽,(주)나음제약,정량법(이카리인),Y,20260316114957,20260309,2828601283,8800645013609|8800645013616|8800645013623,
202000165,현진강황,(주)현진제약,정량법(쿠르쿠민|데메톡시쿠르쿠민및비스데메톡시쿠르쿠민의합),Y,20260316134458,20260309,2048189192,8800648032706|8800648032713|8800648032720|8800648032737|8800648032744|8800648032751,
202400117,듀오스탑캡슐,(주)다산제약,표시기재일부누락(용법용량)에따른영업자회수,N,20260316103846,20260309,1058184395,8806786021008|8806786021015,
201005585,리피뎀주,비브라운코리아(주),시판후안정성시험결과불용성미립자기준초과에따른영업자회수,N,20260306111034,20260306,1208156485,8806674007800|8806674007817|8806674007909|8806674007916|8806674008005|8806674008012,
