품목기준코드,품목명,업체명,회수사유내용,강제여부구분,승인일자,회수명령일자,사업자번호,표준코드,
201005585,리피뎀주,비브라운코리아(주),시판후안정성시험결과불용성미립자기준초과에따른영업자회수,N,20251017105711,20251015,1208156485,8806674007800|8806674007817|8806674007909|8806674007916|8806674008005|8806674008012,
201309169,에드플렉스-에스아이,(주)영케미칼,의약외품을의료기기로오인하게할우려가있는사항기재,Y,20251204091143,20251015,6218109170,-,
201900380,엔탭허브천남성,(주)엔탭허브,관능(성상),Y,20251021162422,20251015,3308101200,8800626018500|8800626018517|8800626018524,
200101103,라피덤정(테르비나핀염산염),환인제약(주),불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,-,20251013,2158136171,8806572001405|8806572001412|8806572001429|8806572001436,
201502123,나눔울금,나눔제약주식회사,관능(성상)부적합,Y,20251016073550,20251013,5058176945,8800610023008|8800610023015|8800610065008|8800610065015,
200805301,아트라센정,한국유니온제약(주),불순물(N-nitroso-desmethyltramadol)1일섭취허용량기준초과검출에따른영업자회수,N,20251016165710,20251002,6078121765,8806655054007|8806655054014|8806655054021,
201506743,에스오엠정20mg(에스오메프라졸마그네슘삼수화물),대한뉴팜(주),성상부적합우려(정제깨짐)에따른영업자회수,N,20251219092625,20251002,2298110729,8806699063904|8806699063911,
201306366,환인아토목세틴캡슐10밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,-,20251001,2158136171,8806572024909|8806572024916|8806572024923|8806572024930,
201306367,환인아토목세틴캡슐18밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,-,20251001,2158136171,8806572025005|8806572025012|8806572025029|8806572025036,
201306368,환인아토목세틴캡슐25밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,-,20251001,2158136171,8806572025104|8806572025111|8806572025128|8806572025135,
201306369,환인아토목세틴캡슐60밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,-,20251001,2158136171,8806572025302|8806572025319|8806572025326,
201504763,아세타돌정,(주)오스코리아제약,니트로사민류(N-nitroso-desmethyltramadol)불순물초과검출,N,-,20250930,2248154571,8806297007102|8806297007119|8806297007126,
201904876,나음골쇄보,(주)나음제약,확인시험,Y,20250930152620,20250926,2828601283,8800645002504|8800645002511|8800645002528|8800645002535,
202301573,이프펜정,한국신텍스제약(주),사용기한표시오류,N,20251024095004,20250925,6138163381,8806230069709|8806230069716|8806230069723|8806230069730,
202301724,이프펜더블유정,한국신텍스제약(주),사용기한표시오류,N,20251024095240,20250925,6138163381,8806230069808|8806230069815|8806230069822,
199700475,바크락스주250밀리그램(아시클로버),(주)에이프로젠바이오로직스,직접용기(바이알)에제조번호/사용기한미기재,N,20251021090536,20250924,2188100518,8806452044508|8806452044515|8806452044522|8806452044539|8806518009403|8806518009410|8806518009427|8806518009434,
200102268,터빈정(테르비나핀염산염),경동제약(주),불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,-,20250924,1248135518,8806481021105|8806481021112|8806481021129|8806481021136,
201901699,레플로신정100밀리그램(레보플록사신수화물),에이치엘비제약(주),혼합공정시과건조로인한정제파손발생우려에따른영업자회수,N,-,20250923,2088125623,8806473036902|8806473036919|8806473036926|8806473036933,
202003560,레그칼정25밀리그램(시나칼세트염산염),(주)새한제약,불순물(N-nitroso-cinacalcet)한시적허용기준초과검출우려에따른사전예방적조치로시중유통품에대해영업자회수,N,20251119133312,20250923,1258103547,8806452103502|8806452103519|8806513010404|8806513010411,
201406284,나눔자소엽,나눔제약주식회사,순도시험(이물)부적합,Y,20250926094809,20250922,5058176945,8800610024708|8800610024715|8800610045505|8800610045512,
202008029,칼레그나정25밀리그램(시나칼세트염산염),(주)라이트팜텍,불순물(N-nitroso-cinacalcet)한시적허용기준초과검출우려에따른사전예방적조치로시중유통품에대해영업자회수,N,-,20250922,2048189630,8806903032207|8806903032214,
200202781,푸로핀캡슐(플루옥세틴염산염),알보젠코리아(주),시판후안정성시험결과불순물(N-nitroso-fluoxetine)한시적허용기준초과검출에따른영업자회수,N,20250919170736,20250919,2158121950,8806526040405|8806526040412|8806526040429|8806526040436|8806526040443|8806559027503|8806559027510|8806559027527|8806559027534|8806559027541,
200205870,충남녹용,충남제약(주),의약품제조업허가를받지않은무허가의약품제조소에서생산한녹용절편을구매하여자사에서제조한것처럼포장하여판매,Y,-,20250919,1298120140,8800692000102|8800692000126|8800692000133|8800692000140,
202003747,폴리네오주(폴리데옥시리보뉴클레오티드나트륨),동광제약(주),직접용기(바이알)에제조번호/사용기한미기재,N,20251022160750,20250919,2018644250,8806459070104|8806459070111|8806459070128,
200006854,주신녹용,주신제약(주),의약품제조업허가를받지않은무허가의약품제조소에서생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20260521094419,20250918,3058132444,-,
200104566,진수녹용,(주)진수녹용,무허가의약품제조소에서'23.4.27.경~'23.6.14.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20251015105752,20250918,2048189116,8800704000106|8800704000113|8800704000120|8800704000137|8800704000144|8800704000151|8800704000168,
200104567,건향녹용,건향제약(주),무허가의약품제조소에서'22.5.22.경~'25.2.5.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20251027105307,20250918,2048191121,8800770000109|8800770000116|8800770000123,
200205782,대호녹용,대호제약(주),제조소변경허가를받지않고제조·판매및제조관련서류미작성('23.9.경~25.4.경까지제조한모든제조번호),Y,20251022135049,20250918,3718700316,8800783000103|8800783000110|8800783000127,
200706289,명보녹용,명보제약(주),무허가의약품제조소에서'22.2.25.경~'25.2.13.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20251022165840,20250918,3758100510,8800711000502|8800711000519|8800711000526|8800711000533|8800711000540|8800711000557|8800711000564|8800711000571|8800711000588,
201306366,환인아토목세틴캡슐10밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,20251020154828,20250918,2158136171,8806572024909|8806572024916|8806572024923|8806572024930,
201306367,환인아토목세틴캡슐18밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,20251020155022,20250918,2158136171,8806572025005|8806572025012|8806572025029|8806572025036,
201306368,환인아토목세틴캡슐25밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,20251020154803,20250918,2158136171,8806572025104|8806572025111|8806572025128|8806572025135,
201306369,환인아토목세틴캡슐60밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,20251020154733,20250918,2158136171,8806572025302|8806572025319|8806572025326,
201306370,환인아토목세틴캡슐40밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)한시적허용기준초과검출에따른영업자회수,N,20251020155000,20250918,2158136171,8806572025203|8806572025210|8806572025227,
201603638,엠터나핀정(테르비나핀염산염),맥널티제약(주),시판후안정성시험에서불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20251124110502,20250918,2998102136,8806415022109|8806415022116|8806415022123,
201701739,보제원녹용,(주)보제원,무허가의약품제조소에서'22.3.20.경~'25.1.20.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20251015145917,20250918,2048161573,8800787000109|8800787000116,
201904927,유진녹용전체,유진통상,제조소변경허가(신고)를받지않은제조소에서'24.5.24.경~'25.6.6.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20251022130925,20250918,2042587602,8800725000109|8800725000116|8800725000123|8800725000130|8800725000147|8800725000154,
202005193,주연녹용,주연,무허가의약품제조소에서'22.3.8.경~'25.5.13.경까지생산한녹용절편을구매하여자사에서제조한것처럼포장·판매,Y,20250930151951,20250918,5073041358,8800714000103|8800714000110|8800714000127,
200504614,현진전호,(주)현진제약,중금속(카드뮴),Y,20251014152734,20250916,2048189192,8800648013408|8800648013415|8800648013422|8800648013439|8800648013446|8800648013453,
201905006,나음신이,(주)나음제약,순도시험1)꽃대및꽃받침,Y,20251014152616,20250916,2828601283,8800645010707|8800645010714|8800645010721|8800645010738,
201905365,리레카캡슐50mg(프레가발린),한국휴텍스제약(주),허가사항과다르게제조에따른영업자회수(포장단위),N,20251110095629,20250916,1128122382,8806491045405|8806491045412,
202402636,제일셀라인식염수액(염화나트륨),(주)삼현제약,이물혼입우려에따른영업자회수,N,20250930115616,20250915,1378642932,-,
201402707,라미핀정(테르비나핀염산염),코오롱제약(주),시판후안정성시험에서불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20251002092359,20250912,3068507363,8806703037808|8806703037815|8806703037822,
200711793,지무라돌정,(주)동구바이오제약,불순물(N-nitro-desmethyl-tramadol)초과검출에따른사전예방적조치로시중유통품에대해영업자회수,N,20251110152940,20250911,1248533615,8806573031005|8806573031012|8806573031029|8806573031036|8806573031043,
202100862,클래씨제이비말차단마스크(KF-AD),주식회사예인,이물혼입우려에따른영업자회수,N,20251230093536,20250909,1378612461,-,
200700800,텐텐츄정,한미약품(주),이물혼입우려에따른영업자회수,N,20251022104453,20250908,1248700613,8806435028808|8806435028815|8806435028822|8806435028839,
200701743,씨케이진피,씨케이(주),품질부적합[정량법(헤스페리딘)],Y,20251002103153,20250908,2048123491,8800619035507|8800619035514|8800619035521|8800619035538,
200500538,터비클린정(테르비나핀염산염),대웅바이오(주),니트로사민류불순물허용기준초과검출에따른영업자회수,N,20251016151649,20250905,1248677584,8806416024102|8806940005806|8806940005813|8806940005820,
201306123,카메드정,(주)팜젠사이언스,불순물(N-nitroso-N-desmethyl-diphenhydramine)허용기준초과검출에따른영업자회수,N,20251015111831,20250905,1248136540,8806701033703|8806701033710,
200100779,티비에프정125밀리그램(테르비나핀염산염),동화약품(주),시판후안정성시험에서불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20251002094519,20250904,1108100102,8806427032004|8806427032011|8806427032028,
200400802,테바핀정(테르비나핀염산염),(주)일화,불순물(N-nitroso-desmethylterbinafina)허용기준초과검출에따른영업자회수,N,20251002142604,20250904,1328101004,8806409011805|8806409011812|8806409011829,
200401720,테르졸정(테르비나핀염산염),(주)한국파마,불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20250909105551,20250904,1248115899,8806530023906|8806530023913|8806530023920|8806530023937,
200102644,나무졸정(테르비나핀염산염),제이더블유신약(주),불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20251125141001,20250903,3128102332,8806441000409|8806441000416|8806441000423|8806441000430,
200707513,푸른무약금은화,(주)푸른무약,성상,Y,20250916164021,20250903,2048181939,8800687003507|8800687003514|8800687003521|8800687003538|8800687003545,
201207247,메가터빈정(테르비나핀염산염),(주)엘앤씨바이오,불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,20251128163633,20250903,1298664008,8800605000809|8800605000816|8800605000823|8806548020805|8806548020812|8806548020829,
201400914,셀비나정(테르비나핀염산염),(주)텔콘알에프제약,시판후안정성시험에서불순물(N-nitroso-desmethylterbinafine)허용기준초과검출에따른영업자회수,N,-,20250903,5968500925,8806255000503|8806255000510|8806255000527,
201200717,디멘정,(주)바이넥스,불순물(N-nitroso-N-desmethyl-diphenhydramine)초과검출우려에따른시중유통품에대한영업자회수,N,20251001142242,20250902,6038107005,8806431034803|8806431034810,
201303989,디카엠정,(주)마더스제약,불순물(N-nitroso-N-desmethyl-diphenhydramine)허용기준초과검출에따른영업자회수,N,20250903090821,20250902,3128629302,8806228014001|8806228014018,
200612577,씨케이행인,씨케이(주),품질부적합[관능(성상)],Y,20251002103117,20250901,2048123491,8800619015905|8800619015912|8800619015929|8800619015936,
200700543,씨케이도인,씨케이(주),품질부적합[관능(성상)],Y,20251002103131,20250901,2048123491,8800619004503|8800619004510|8800619004527|8800619004534,
200702470,씨케이괄루인,씨케이(주),품질부적합[관능(성상)],Y,20251002103142,20250901,2048123491,8800619002004|8800619002011|8800619002028|8800619002035,
199000027,신풍트라마돌염산염주(수출명:TRADOL-Injection),신풍제약(주),불순물(N-nitro-desmethyl-tramadol)허용기준초과검출에따른사전예방적조치로시중유통품에대해영업자회수,N,20260224163659,20250829,1348103819,8806485022801|8806485022818|8806485022825|8806485022832|8806485022849,
201309618,모록사신정400밀리그램(목시플록사신염산염),한미약품(주),불순물(N-nitroso-moxifloxacin)허용기준초과검출에따른영업자회수,N,20251124131429,20250827,1248700613,8806435067005|8806435067012|8806435067029|8806435067036|8806435067043|8806435067050|8806435067067,
201508320,노펜피록시캄겔(피록시캄),제이더블유중외제약(주),1차포장용기표시기재사항소거가능성에따른영업자회수,N,20250930152041,20250827,1188102477,8806449141104|8806449141111,
198701400,파나덤크림,제이더블유신약(주),시판후안정성시험에서일부항목기준일탈및유통제품품질부적합우려에따른영업자회수,N,20250924164204,20250826,3128102332,8806441008009|8806441008016|8806441008023|8806441008030|8806441008047,
201104836,광덕제약창출,농업회사법인(주)광덕,품질부적합[확인시험|순도시험4)백출],Y,20250929111843,20250826,3058627965,8800609004506|8800609004513|8800609004520,
199906481,풍산금은화,풍산주식회사,중금속(카드뮴)부적합,Y,20250902084306,20250825,5088102535,8800679002105|8800679002112|8800679002129,
200607002,베라핀정(테르비나핀염산염),영일제약(주),시판후안정성시험에서불순물(N-nitroso-desmethylerbinafine)허용기준초과검출에따른영업자회수,N,20250923090332,20250822,3018106847,8806494009206|8806494009213|8806494009220,
202102675,마우스키퍼새부리형황사방역마스크(KF94)(흰색|검정색),(주)그린원일,품질부적합(분진포집효율),Y,20250826164327,20250822,6088123655,-,
201602576,크라틴정5밀리그램(로수바스타틴칼슘),대웅바이오(주),타제품라벨일부혼입에따른영업자회수,N,20250908140708,20250819,1248677584,8806940010909|8806940010916|8806940010923,
200401589,테비실정(테르비나핀염산염),(주)오스코리아제약,안정성시험결과불순물(N-nitroso-desmethylterbinafine)의허용기준초과에의한영업자회수,N,20250819104548,20250813,2248154571,8806297002107|8806297002114|8806297002121|8806655043605,
201400450,틴자정150밀리그램(니자티딘),에이치엘비제약(주),안정성시험결과불순물(N-니트로소디메틸아민|NDMA)초과검출에의한영업자회수,N,20250818091629,20250813,2088125623,8806473027900|8806473027917|8806473027924|8806473027931,
202107310,파워맥스비정,성이바이오제약주식회사,시판후안정성시험결과주성분(콜레칼시페롤)의함량기준미달에따른영업자회수,N,20250818095458,20250813,3498703107,8800724003408|8800724003415,
201606081,칼세파라정25mg(시나칼세트염산염),(주)휴온스,불순물(N-nitroso-cinacalcet)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,20250911153230,20250807,8638700270,8806706075401|8806706075418,
202003040,브이알정10/160밀리그램,동광제약(주),낱알식별표시가잘못표시됨,N,20250910181122,20250807,2018644250,8806459069504|8806459069511,
201306366,환인아토목세틴캡슐10밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)초과검출에따른사전예방적조치로시중유통품에대해영업자회수,N,20250818134652,20250806,2158136171,8806572024909|8806572024916|8806572024923|8806572024930,
201306367,환인아토목세틴캡슐18밀리그램(아토목세틴염산염),환인제약(주),불순물(N-nitroso-Atomoxetine)초과검출에따른사전예방적조치로시중유통품에대해영업자회수,N,20250818143023,20250806,2158136171,8806572025005|8806572025012|8806572025029|8806572025036,
201501028,펨타주25밀리그램/밀리리터(페메트렉시드이나트륨2.5수화물),에이치케이이노엔(주),시판후안정성시험에서기타개별유연물질기준초과에따른영업자회수,N,20250901092811,20250731,2018638914,8806400068808|8806400068815|8806400069003|8806400069010|8806400069102|8806400069119,
201606121,바른반하,(주)바른한방제약,관능(성상)부적합,Y,20251127151158,20250731,2338107882,8800631002105|8800631002112|8800631002129|8800631002136|8800631002143|8800631002150|8800631002167|8800631002174|8800631002181,
200505008,허브팜당귀,(주)허브팜,중금속(카드뮴),Y,20250811133134,20250729,1328180770,8800665003406|8800665003413|8800665003420,
202300078,화이투벤큐플러스노즈연질캡슐,동화약품(주),첨부문서의일부오기에따른영업자회수,N,20250827091316,20250729,1108100102,8806427078101|8806427078118|8806616057306|8806616057313,
199400176,동광네틸마이신주150밀리그램(네틸마이신황산염),동광제약(주),품질부적합(pH),Y,20250807135121,20250725,2018644250,8806459002600|8806459002617|8806459002624|8806459002631,
199301007,한독세로자트정20밀리그램(파록세틴염산염수화물),(주)한독,불순물(N-nitroso-paroxetine)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20250724,2208100530,8806521016405|8806521016412|8806521016429,
199900921,한독세로자트정10밀리그램(파록세틴염산염수화물),(주)한독,불순물(N-nitroso-paroxetine)초과검출우려에따른사전예방적조치로시중유통품에대한영업자회수,N,-,20250724,2208100530,8806521016306|8806521016313|8806521016320,
200906254,알러샷연질캡슐(세티리진염산염),(주)녹십자,안정성시험일부항목(용출시험)기준일탈로인한영업자회수,N,-,20250724,3038117108,8806436044807|8806436044814,
201601638,유니로바정20mg(로수바스타틴칼슘),구주제약(주),시판후안정성시험에서기타개개유연물질초과에따른영업자회수,N,20250731163743,20250724,1248136268,8806698047202|8806698047219|8806698047233,
201706394,로수메가연질캡슐,건일제약(주),시판후18개월안정성시험에서과산화물가부적합에따른영업자회수,N,-,20250724,3128106060,8806468028608|8806468028615|8806468028622|8806468028639|8806468028646|8806468028653|8806468028660|8806468028677|8806468028684,
200805767,바이나민주,대한약품공업(주),표시기재오류(내용량)※200mL용량을400mL로표기,N,20250821145503,20250723,1348500111,8806451028905|8806451028912|8806451032605|8806451032612|8806451032629|8806451032704|8806451032711|8806451042505|8806451042512,
198801980,암브로콜시럽(암브록솔|클렌부테롤),한미약품(주),이물혼입우려에따른영업자회수,N,20250929152754,20250718,1248700613,8806435018304|8806435018311|8806435018328|8806435018335|8806435018342,
201004150,보양제약산약,(주)보양제약,성상,Y,20250812100838,20250715,1282791465,8800614010608|8800614010615|8800614010622|8800614010639,
201503386,영천약초도매시장산약,영천약초도매시장주식회사,이산화황부적합(기준초과),Y,20250722104251,20250715,3538100034,8800651005001|8800651005018|8800651005025|8800651005032|8800651005049|8800651005056,
201900361,엔탭허브절패모,(주)엔탭허브,중금속(카드뮴),Y,20250722130716,20250715,3308101200,8800626015806|8800626015813|8800626015820,
201900369,엔탭허브육계,(주)엔탭허브,이산화황,Y,20250811132948,20250715,3308101200,8800626012805|8800626012812|8800626012829,
201900378,엔탭허브창출,(주)엔탭허브,중금속(카드뮴),Y,20250722130524,20250715,3308101200,8800626018401|8800626018418|8800626018425,
201900382,엔탭허브천마,(주)엔탭허브,이산화황,Y,20250722130633,20250715,3308101200,8800626018708|8800626018715|8800626018722,
201606346,바른구척,(주)바른한방제약,중금속(납)부적합,Y,20250731163759,20250711,2338107882,8800631005304|8800631005311|8800631005328|8800631005335|8800631005342|8800631005359|8800631005366,
202402512,아이드랩렌즈워시액(염화나트륨),주식회사보라미,이물혼입우려,N,20250730100817,20250711,6468803096,-,
200505075,허브팜오약,(주)허브팜,관능(성상),Y,20250722125413,20250709,1328180770,8800665009309|8800665009316|8800665009323|8800665009330,
201908008,리트라젠듀오정2.5/850mg,위더스제약(주),안정성시험결과NDMA기준초과에따른사전예방적조치로시중유통품에대해영업자회수,N,20250811094112,20250707,1258522182,8806607038406|8806607038413,
201908010,리트라젠듀오정2.5/1000mg,위더스제약(주),안정성시험결과NDMA기준초과에따른사전예방적조치로시중유통품에대해영업자회수,N,20250731163823,20250707,1258522182,8806607038604|8806607038611,
200700649,씨케이위령선,씨케이(주),품질부적합이물혼입(염색한다른약재혼입),Y,20250722132719,20250702,2048123491,8800619009706|8800619009713|8800619009720|8800619009737,
201108568,광덕제약반하,농업회사법인(주)광덕,품질부적합(이산화황),Y,20250723090249,20250702,3058627965,8800609003806|8800609003813|8800609003820,
202301415,블루나투디패션황사방역마스크(KF94)(대형|중형|소형)(검정색|진한회색),(주)제이트로닉스,품질부적합(분진포집효율)*회수대상은검정색에한함,Y,20250714110811,20250702,1378547022,-,
200504474,현진구기자,(주)현진제약,잔류농약,Y,20250709094829,20250701,2048189192,8800648002501|8800648002518|8800648002525|8800648002532|8800648002549|8800648002556,
200504689,현진택사,(주)현진제약,잔류농약,Y,20250709094812,20250701,2048189192,8800648024206|8800648024213|8800648024220|8800648024237|8800648024244|8800648024251|8800648024268,
201900521,엔탭허브오가피,(주)엔탭허브,중금속(납|카드뮴),Y,20250709094928,20250701,3308101200,8800626002004|8800626002011|8800626002028,
201904459,리나탑듀오정2.5/1000밀리그램(리나글립틴|메트포르민염산염),(주)동구바이오제약,안정성시험결과NDMA기준초과에따른사전예방적조치로시중유통품에대해영업자회수,N,20250731163848,20250630,1248533615,8806573089303|8806573089310,
201904463,리나탑듀오정2.5/850밀리그램(리나글립틴|메트포르민염산염),(주)동구바이오제약,안정성시험결과NDMA기준초과에따른사전예방적조치로시중유통품에대해영업자회수,N,20250731163836,20250630,1248533615,8806573089501|8806573089518,
200505017,허브팜작약,(주)허브팜,성상,Y,20250704150548,20250627,1328180770,8800665004106|8800665004113|8800665004120|8800665004137,
199603724,태극인자소엽,(주)태극인농업회사법인,순도(이물(줄기))부적합,Y,20250702132329,20250626,5058177793,8800638006007|8800638006014|8800638006021|8800638006038,
201002851,태극인유백피,(주)태극인농업회사법인,성상부적합,Y,20250702132352,20250626,5058177793,8800638004805|8800638004812|8800638004829|8800638004836,
201204990,태극인상엽,(주)태극인농업회사법인,성상부적합,Y,20250702132239,20250626,5058177793,8800638003808|8800638003815|8800638003822|8800638003839,
201205292,태극인애엽,(주)태극인농업회사법인,순도(줄기)부적합,Y,20250702132214,20250626,5058177793,8800638004201|8800638004218|8800638004225|8800638004232,
201601024,태극인두충초탄,(주)태극인농업회사법인,성상부작합,Y,20250702132305,20250626,5058177793,8800638002702|8800638002719|8800638002726|8800638002733,
200608771,동양허브작약,(주)동양허브,정량법,Y,20250627105832,20250617,2128175118,8800672012309|8800672012316|8800672012323,
201108775,선일자소엽,농업회사법인선일생약주식회사,순도시험1)이물가)줄기,Y,20250623160040,20250617,1328199911,8800617004901|8800617004918|8800617004925|8800617004932|8800617004949,
201108797,선일한인진,농업회사법인선일생약주식회사,중금속(카드뮴),Y,20250623160125,20250616,1328199911,8800617006103|8800617006110|8800617006127,
201900580,엔탭허브괄루근,(주)엔탭허브,이산화황,Y,20250623160222,20250616,3308101200,8800626003506|8800626003513|8800626003520,
200708493,대효해방풍,(유)대효제약,순도부적합(카드뮴),Y,20250624081538,20250612,1248607851,8800628033105|8800628033112,
201606121,바른반하,(주)바른한방제약,관능(성상)부적합,Y,20250721104600,20250612,2338107882,8800631002105|8800631002112|8800631002129|8800631002136|8800631002143|8800631002150|8800631002167|8800631002174|8800631002181,
201901983,한강멸균거즈(3호),주식회사한강메디칼,품질부적합우려,N,-,20250612,1198708229,-,
201701536,파마파록세틴정10밀리그램(파록세틴염산염수화물),(주)한국파마,불순물(N-nitroso-paroxetine)초과검출에따른사전예방적조치로시중유통품에대해영업자회수,N,20250716100237,20250611,1248115899,8806530059004|8806530059011|8806530059028,
200504615,현진절패모,(주)현진제약,중금속(카드뮴),Y,20250627105911,20250610,2048189192,8800648014801|8800648014818|8800648014825|8800648014832,
201103030,그린명품오가피,(주)그린명품제약,중금속(카드뮴)부적합,Y,20250630094324,20250610,1328622891,8800664004701|8800664004718|8800664004725|8800664004732|8800664004749,
200406863,월드애엽,농업회사법인주식회사월드허브,순도시험(줄기)부적합,Y,20250610140140,20250604,5058140127,8800668018407|8800668018414|8800668018421,
201606132,바른백두구,(주)바른한방제약,성상부적합,Y,20250707110544,20250604,2338107882,8800631008800|8800631008817|8800631008824|8800631008831|8800631008848|8800631008855|8800631008862,
201900394,엔탭허브진피,(주)엔탭허브,정량법,Y,20250612145735,20250604,3308101200,8800626026604|8800626026611|8800626026628,
202202269,힐링케어보건용마스크(KF94)(대형)(흰색),힐링케어,분진포집효율,Y,-,20250604,6570502279,-,
200201200,타포신주(테이코플라닌),에이치케이이노엔(주),시판후안정성시험결과수분부적합에따른영업자회수,N,20250703081742,20250529,2018638914,8806400035701|8806400035718|8806400035725,
202400549,메디아렌즈워시액(염화나트륨),주식회사보라미,이물혼입우려,N,20250605104717,20250527,6468803096,-,
201100052,대한위재덴탈용마스크(백색|청색|분홍색),(주)대한위재상사,형상시험-코편의길이부적합,Y,-,20250526,3038117772,-,
202004670,굿매너비말차단용마스크(KF-AD),한다헬스케어(주),형상(머리끈길이),Y,20250610145425,20250526,6338101263,-,
201503799,씨앤지코리아황사마스크(KF80)(대형|소형),(주)씨앤지코리아,품질부적합(끈길이)*회수대상은소형에한함,Y,20250618164718,20250522,1258197012,-,
201700118,나인포방역용마스크(흰색.청색.분홍색)(KF94),(주)상공양행,품질부적합(분진포집효율)*회수대상은흰색에한함,Y,20250529141517,20250522,5818700835,-,
201701259,블루보건용마스크(KF80)(백색|흑색)(대형|소형),(주)블루인더스,품질부적합(형상_머리끈길이)*회수대상은백색·소형에한함,Y,20250620093528,20250522,6218177722,-,
202103256,1.내추럴키스보건용마스크(KF94)(대형)(흰색)|2.내추럴키스보건용마스크(KF94)(중형)(흰색)|3.내추럴키스보건용마스크(KF94)(소형)(흰색)|4.내추럴키스보건용마스크(KF94)(대형)(검정색)|5.내추럴키스보건용마스크(KF94)(중형)(검정색)|6.내추럴키스보건용마스크(KF94)(소형)(검정색),주식회사하이즈홀딩스,품질부적합(분진포집효율)*회수대상은흰색에한함,Y,20250624083238,20250522,8988102573,-,
201900396,엔탭허브차전자,(주)엔탭허브,잔류농약,Y,20250528154015,20250521,3308101200,8800626019002|8800626019019|8800626019026,
201900571,엔탭허브단삼,(주)엔탭허브,정량법,Y,20250528153928,20250521,3308101200,8800626005500|8800626005517|8800626005524,
200202118,하이드로핀정(펠로디핀),미래바이오제약(주),유통제품품질우려,N,20250922135206,20250515,1258139744,8806575012606|8806575012613|8806575012620|8806575012637|8806575012644|8806575012651|8806575012668,
200402546,이모나캡슐,미래바이오제약(주),유통제품품질우려,N,20250922135220,20250515,1258139744,8806575008807|8806575008814|8806575008821|8806575008838|8806575008845|8806575008852,
201104457,하이타민정,미래바이오제약(주),유통제품품질우려,N,20250922135154,20250515,1258139744,8806575022605|8806575022612|8806575022629|8806575022636|8806575022643,
201804267,리치올정,미래바이오제약(주),유통제품품질우려,N,20250922135233,20250515,1258139744,8806575033403|8806575033410|8806575033427|8806575033434|8806575033441|8806575033458,
198901887,싸이베린정,미래바이오제약(주),유통제품품질우려,N,20250922135128,20250514,1258139744,8806575007008|8806575007015|8806575007022|8806575007039|8806575007046|8806575007053,
199702485,크로펜정(클로닉신리시네이트),미래바이오제약(주),유통제품품질우려,N,20250922134917,20250514,1258139744,8806575010800|8806575010817|8806575010824|8806575010831|8806575010848|8806575010855|8806575010862|8806575010879,
200502148,바로콜-에프캡슐,미래바이오제약(주),유통제품품질우려,N,20250922135034,20250514,1258139744,8806575005103|8806575005110|8806575005127|8806575005134|8806575005141|8806575005158,
201901578,보위황정,미래바이오제약(주),유통제품품질우려,N,20250922135115,20250514,1258139744,8806575033601|8806575033618|8806575033625,
201905086,하이비백골드정,미래바이오제약(주),유통제품품질우려,N,20250922135142,20250514,1258139744,8806575034608|8806575034615,
