연번,기업명(자발적 협약 기업),제품명,품목,자가검사번호(신고번호)
1844,㈜피죤,무균무때욕실용,스프레이형,E-A01B-A00090004-A151Ach
1845,㈜피죤,무균무때곰팡이,스프레이형,E-A01B-A009002-A170
1846,㈜피죤,무균무때프리미엄다목적,액상형,E-A01B-A00090005-A151Ach
1847,㈜피죤,무균무때바르는곰팡이-120+30G(용),에멀젼형,F-A01B-H004005-A15
1848,㈜피죤,파워드릴펑,액상형,E-A01A-A00090006-A151A
1849,㈜피죤,그린허브,액상형,해당사항없음
1850,㈜피죤,피죤습기제로,고체형,F-A18B-H00080001-A180
1851,㈜피죤,피죤습기제로-옷장형,고체형,F-A18B-H00080001-A180
1852,㈜피죤,숯기제로,고체형,F-A18B-N00010002-A180
1853,㈜피죤,리치퍼퓸 스프레이 아이스플라워,고체형,F-A18B-H00080001-A180
1854,㈜피죤,리치퍼퓸 스프레이 미스틱레인,고체형,F-A18B-H00080001-A180
1855,㈜피죤,리치퍼퓸 스프레이 플라워 페스티벌,고체형,F-A18B-H00080001-A180
1856,헨켈홈케어코리아,좀벌레싹 오렌지향 콤보팩,함침물형, F-B02B-N00030003-A17 &  F-B02B-N00030001-A17
1857,헨켈홈케어코리아,브레프 듀오액티브 라벤더,액체형,F-A01B-T010014-A15
1858,헨켈홈케어코리아,퍼실 컬러젤 드럼용,액체형,F-A02B-J00020002-A15
1859,헨켈홈케어코리아,퍼실 유니버셜젤,액체형,F-A02B-T00050001-A15
1860,헨켈홈케어코리아,퍼실 퓨어 프레쉬 드럼용,리필형(액체형),F-A02B-J00020002-A15
1861,헨켈홈케어코리아,버넬 센서티브,액체형,F-A04B-T00020002-A15
1862,헨켈홈케어코리아,퍼실 퓨어 프레쉬 일반용,리필형(액체형),F-A02B-J00020003-A15
1863,헨켈홈케어코리아,퍼실 어드밴스드젤,액체형,F-A02B-T00050004-A15
1864,헨켈홈케어코리아,퍼실 듀오캡스 파워,리필형(캡슐형),F-A02B-T00040003-A15
1865,헨켈홈케어코리아,퍼실 센서티브젤,액체형,F-A02B-J00020004-A15
1866,헨켈홈케어코리아,퍼실 하이진젤 드럼용,액체형,F-A02B-J00020001-A15
1867,헨켈홈케어코리아,퍼실 하이진젤 일반용,리필형(액체형),F-A02B-J00020007-A15
1868,헨켈홈케어코리아,퍼실 파워젤 드럼용,액체형,F-A02B-J00020001-A15
1869,헨켈홈케어코리아,퍼실 파워젤 일반용,리필형(액체형),F-A02B-J00020007-A15
1870,헨켈홈케어코리아,퍼실 라벤더 드럼용,액체형,F-A02B-J00020006-A15
1871,헨켈홈케어코리아,퍼실 라벤더 일반용,리필형(액체형),F-A02B-J00020005-A15
1872,㈜불스원,"KA용 에어컨히터필터(YF소나타, 투싼, 아반떼HD, NF소나타, 그랜드카니발, NF트랜스폼, 모닝, 라세티 프리미어, 올뉴투싼, 아반떼AD, LF소나타, 제네시스, 올뉴소렌토)",차량용,해당없음
1873,㈜불스원,"불스원 3중 베이킹소다 에어컨피터필터_YK소나타, NF소나타, NF소나타 트랜스폼, 아반떼HD, 투싼, 그랜드카니발, 크루즈(라쎄티프리미어, 모닝, 올뉴투싼, 아반떼AD, LF소나타, 제네시스, 올뉴소렌토)",차량용,해당없음
1874,아성다이소,액체구두약[블랙],액체형,G-A05B-R00050002-A180
1875,아성다이소,터치아로마리필2P(라벤더),스프레이형,C-A09B-H307007-A150
1876,아성다이소,터치아로마리필2P(레몬),스프레이형,C-A09B-H307007-A150
1877,아성다이소,슬림숯탈취제(신발장용),에멀션형(젤형),C-A10B-H027002-A150
1878,아성다이소,리필형방향제650g-라벤더,에멀션형(젤형),C-A09B-H307003-A150
1879,아성다이소,리필형방향제650g-피치,에멀션형(젤형),C-A09B-H307003-A150
1880,(주)불스원,퍼스트클래스 다용도크리너티슈,티슈형,"D-A01B-A002006-A150	"
1881,아성다이소,LED조명유리병디퓨저150ML(라벤더),액체형,E-A09B-R037002-A150
1882,(유)옥시레킷벤키저,오투액션 베이킹소다,01010303,E-A03B-A001004-A150
1883,(주)아성다이소,2중냉장고탈취제1000(55513),탈취제,F-A10B-C001001-A150
1884,애경산업㈜,엄마의선택 과탄산소다,표백제,C-A03B-A00040002-A17
1885,(주)아성다이소,"패브릭퍼퓸 미스트 60ML, 500ML-코튼파우더",스프레이형,C-A10B-A034001-A160
1886,(주)아성다이소,"패브릭퍼퓸 미스트 60ML, 500ML-로즈머스크",스프레이형,C-A10B-A034001-A160
1887,(주)아성다이소,"패브릭퍼퓸 미스트 60ML, 500ML-체리블라썸",스프레이형,C-A10B-A034001-A171
1888,(주)아성다이소,토끼캔들(소)(중)(대),고체형,-
1889,(유)에스씨존슨코리아,그레이드 젤탈취제 바닐라,에멀션형,F-A10B-T013001-A17
1890,㈜피죤,피죤리치퍼퓸시그니처-미스틱레인,액상형,E-A04B-A00050004-A151Bch
1891,㈜피죤,피죤리치퍼퓸시그니처-라피에스타,액상형,E-A04B-A00050004-A151Bch
1892,㈜피죤,피죤리치퍼퓸시그니처-플라워페스티벌,액상형,E-A04B-A00050004-A151Bch
1893,㈜피죤,피죤리치퍼퓸시그니처-아이스플라워,액상형,E-A04B-A00050004-A151Bch
1894,㈜피죤,피죤리치퍼퓸-오션후레쉬,액상형,E-A04B-A00050004-A151Bch
1895,㈜피죤,피죤리치퍼퓸-써니가든,액상형,E-A04B-A00050004-A151Bch
1896,㈜피죤,피죤리치퍼퓸-로맨틱플라워,액상형,E-A04B-A00050004-A151Bch
1897,애경산업㈜,파워산소표백,01010303,C-A03B-F001001-A150
1898,애경산업㈜,투명한생각 분말세제,01010203,C-A02B-F001001-A150
1899,애경산업㈜,내추럴 온리3,01010203,F-A02B-J001001-A150
1900,애경산업㈜,옥시파워,01010303,C-A03B-F001001-A150
1901,애경산업㈜,O2 산소표백제,01010303,C-A03B-F001001-A150
1902,애경산업㈜,스파크 산소표백제,01010303,C-A03B-F001001-A150
1903,애경산업㈜,스파크 스팀100도씨,01010303,C-A03B-F001001-A150
1904,애경산업㈜,순샘 버블 올리브,02010102,-
1905,애경산업㈜,순샘 버블 베리핑크,02010102,-
1906,(유)옥시레킷벤키저,오투액션 스프레이,01010301,E-A03B-T001001-A150A
1907,(유)옥시레킷벤키저,옥시크린 분말형1KG트윈팩,01010303,E-A03B-A001001-A150A
1908,(유)옥시레킷벤키저,옥시크린 액체형2.5L,01010302,E-A03B-A001005-A150A
1909,(유)옥시레킷벤키저,오투액션 액체형 2.5L코스트코,01010302,E-A03B-A001005-A150A
1910,(유)옥시레킷벤키저,오투액션 분말형900G,01010303,E-A03B-A001002-A150A
1911,(유)옥시레킷벤키저,오투액션 크리스탈화이트900G,01010303,E-A03B-A001002-A150A
1912,(유)옥시레킷벤키저,오투액션 살균맥스파워 900g,01010303,E-A03B-A001002-A150A
1913,(유)옥시레킷벤키저,오투액션 살균맥스파워 리퀴드1L,01010302,E-A03B-A001005-A150A
1914,(유)옥시레킷벤키저,물먹는 하마 일반,,'18년 이후 공개 예정
1915,(유)옥시레킷벤키저,물먹는 하마 서랍장용,,'18년 이후 공개 예정
1916,(유)옥시레킷벤키저,물먹는 하마 슬림,,'18년 이후 공개 예정
1917,(유)옥시레킷벤키저,물먹는 하마 울트라파워,,'18년 이후 공개 예정
1918,(유)옥시레킷벤키저,물먹는 하마 숯,,'18년 이후 공개 예정
1919,(유)옥시레킷벤키저,물먹는 하마 수퍼슬림 옷장용,,'18년 이후 공개 예정
1920,(주)엘지생활건강,샤프란 꽃담초 섬유탈취제 자스민,01030201,F-A10B-A007008-A150
1921,(주)엘지생활건강,샤프란 꽃담초 섬유탈취제 연꽃,01030201,F-A10B-A007008-A150
1922,(주)엘지생활건강,샤프란케어 섬유향수 클린코튼,01030201,F-A10B-A007008-A150
1923,(주)엘지생활건강,샤프란케어 섬유향수 스프링블라썸,01030201,F-A10B-A007008-A150
1924,(주)엘지생활건강,샤프란케어 울트라스트랭스 상큼한향,01030201,F-A10B-A007008-A150
1925,(주)엘지생활건강,샤프란케어 울트라스트랭스 시원한향,01030201,F-A10B-A007008-A150
1926,(주)엘지생활건강,샤프란케어 울트라스트랭스 플로럴향,01030201,F-A10B-A007008-A150
1927,(주)엘지생활건강,샤프란 꽃담초 섬유탈취제 남성용,01030201,F-A10B-A007008-A150
1928,(주)엘지생활건강,어바웃센트 섬유향수 05 산토리니솝,01030201,F-A10B-A007008-A150
1929,(주)엘지생활건강,어바웃센트 섬유향수 03 제페니즈 체리블로썸,01030201,F-A10B-A007008-A150
1930,(주)엘지생활건강,어바웃센트 섬유향수 31 퐁 드 파리,01030201,F-A10B-A007008-A150
1931,(주)엘지생활건강,홈스타 신발을 부탁해 일반 향,01030201,F-A10B-A007005-A150
1932,(주)엘지생활건강,홈스타 신발을 부탁해 아침 향,01030201,F-A10B-A007005-A150
1933,(주)엘지생활건강,홈스타 애견 용품 탈취제 스윗향,01030201,F-A10B-A007011-A160
1934,(주)엘지생활건강,홈스타 애견 용품 탈취제 프레시향,01030201,F-A10B-A007011-A160
1935,(주)엘지생활건강,오스시리우스 플로라 데오도라이저 (스윗 오트밀향),01030201,F-A10B-A007011-A160
1936,(주)엘지생활건강,Mr. 홈스타 베이킹소다 safe 욕실용 세정제,01010101,F-A01B-A008006-A150
1937,(주)엘지생활건강,Mr. 홈스타 베이킹소다 safe 주방용 세정제,01010101,F-A01B-A008005-A150
1938,(주)엘지생활건강,Mr. 홈스타 베이킹소다 safe 다목적 세정제 ,01010101,F-A01B-A008012-A150
1939,(주)엘지생활건강,FiJi 욕실클리너,01010101,F-A01B-A008021-A150
1940,(주)엘지생활건강,FiJi 주방클리너,01010101,F-A01B-A008027-A160
1941,(주)엘지생활건강,Mr. 홈스타 울트라 포밍스프레이,01010101,F-A01B-A008020-A150
1942,(주)엘지생활건강,메소드 멀티클리너(시트론),01010101,F-A01B-A008028-A160
1943,(주)엘지생활건강,메소드 멀티클리너(워터폴),01010101,F-A01B-A008028-A160
1944,(주)엘지생활건강,메소드 멀티클리너(라일락블라썸),01010101,F-A01B-A008028-A160
1945,(주)엘지생활건강,세이프 야채과일헹굼제,02010101,-
1946,(주)엘지생활건강,세이프 뿌리는 레몬 식초,02010101,-
1947,(주)엘지생활건강,세이프 뿌리는 석류 식초,02010101,-
1948,(주)아성다이소,팡이제로방충제3p(서랍장용) (26443),01050215,C-A09B-H794003-A170
1949,(주)아성다이소,팡이제로방충제(옷장용)(26444),01050215,C-A09B-H794003-A170
1950,(주)아성다이소,꽉찬제습제 1p(1005325) / 꽉찬제습제( 4p/SET)(1005326),습기제거제,F-A18B-H00020001-A180
1951,(주)아성다이소,그린액체세제(50579),01010202,F-A02B-C001002-A150
1952,(주)아성다이소,차량연막살균탈취제(59159),탈취제,C-A10B-H00390002-A170
1953,(주)아성다이소,행주크린6p(24644),세정제,F-A01B-C002007-A150
1954,(주)아성다이소,씽크대배수구세정제5p(45865),세정제,F-A01B-C002003-A150
1955,(주)아성다이소,씽크세정제2p(63915),세정제,F-A01B-C002003-A150
1956,(주)아성다이소,발포락스10p(1002251),세정제,C-A01B-C005001-A160
1957,(주)아성다이소,그린다목적세정제(49097),세정제,F-A01B-C002002-A150
1958,(주)아성다이소,휴대용신발속탈취제_(58849),탈취제,F-A10B-H046001-A160
1959,(주)아성다이소,휴대용섬유탈취제(쟈스민&멜론)_(58852),탈취제,F-A10B-H046001-A160
1960,(주)아성다이소,휴대용섬유탈취제(라임&장미)_(58853),탈취제,F-A10B-H046001-A160
1961,(주)아성다이소,휴대용섬유탈취제(라벤더&백합)_(58854),탈취제,F-A10B-H046001-A160
1962,(주)아성다이소,휴대용섬유탈취제(코튼&파우더)_(58855),탈취제,F-A10B-H046001-A160
1963,(주)아성다이소,실내용 액체 방향제 라벤더(48014),방향제,F-A09B-H014002-A150
1964,(주)아성다이소,실내용 액체 방향제 복숭아(48013),방향제,F-A09B-H014002-A150
1965,(주)아성다이소,실내용 액체 방향제 숲속향(48015),방향제,F-A09B-H014002-A150
1966,(주)아성다이소,크로바방향제 복숭아(47996),방향제,F-A09B-H060001-A150
1967,(주)아성다이소,크로바방향제 아쿠아(47997),방향제,F-A09B-H060001-A150
1968,(주)아성다이소,크로바방향제 라벤더(47998),방향제,F-A09B-H060001-A150
1969,(주)아성다이소,고니방향제후 사과(61381),방향제,E-A09B-H006002-A160
1970,(주)아성다이소,고니방향제후 라벤더(61382),방향제,E-A09B-H006002-A160
1971,(주)아성다이소,고래방향제후 오션(61385),방향제,E-A09B-H006002-A160
1972,(주)아성다이소,고래방향제후 후로랄(61384),방향제,E-A09B-H006002-A160
1973,롯데마트,초이스엘핫멜트스틱,접착제,C-A08B-D001004-A150
1974,롯데마트,초이스엘변기세정제,세정제,F-A01B-J001002-A150
1975,롯데마트,온리프라이스베이킹소다,세정제,E-A01B-N001001-A150
1976,롯데마트,초이스엘100%베이킹소다,세정제,E-A01B-N001001-A150
1977,롯데마트,초이스엘100%과탄산소다,표백제,E-A03B-B001001-A150
1978,롯데마트,초이스엘100%구연산,세정제,E-A01B-N001001-A150
1979,(유)옥시레킷벤키저,이지오프 뱅 청크린 (드롭형),세정제,F-A01B-J001003-A150B
1980,(유)옥시레킷벤키저,이지오프 뱅 청크린 (병형),세정제,E-A01B-J001003-A150A
1981,(유)옥시레킷벤키저,이지오프 뱅 향크린 병형 : 180g X1,세정제,F-A01B-J001003-A150B
1982,(유)옥시레킷벤키저,이지오프 뱅 미스터 펑,세정제,E-A01A-A002008-A160
1983,(유)옥시레킷벤키저,이지오프 뱅 묵은때 & 바닥청소,세정제,E-A01A-A002006-A150A
1984,(유)옥시레킷벤키저,이지오프 뱅 곰팡이 & 살균,세정제,E-A01B-A002004-A150A
1985,애경산업㈜,스파크 퍼펙트 실내에서 항균건조,합성세제,C-A02B-F001001-A15
1986,애경산업㈜,스파크 퍼퓸팝,합성세제,C-A02B-F001001-A16
1987,애경산업㈜,스파크 스파클링,합성세제,C-A02B-A007001-A16 
1988,애경산업㈜,스파크 세탁조케어,합성세제,C-A02B-F001001-A15
1989,애경산업㈜,스파크,합성세제,C-A02B-F001001-A15
1990,애경산업㈜,스파크더클래식,합성세제,C-A02B-F001001-A15
1991,애경산업㈜,슈퍼크린,합성세제,C-A02B-F001001-A15
1992,애경산업㈜,팍스프라임,합성세제,C-A02B-F001001-A15
1993,애경산업㈜,스파크 베이킹소다를 담다,합성세제,C-A02B-F001001-A15
1994,애경산업㈜,스파크 찬물전용,합성세제,C-A02B-F001001-A15
1995,애경산업㈜,스파크 드럼전용,합성세제,C-A02B-F001001-A15
1996,애경산업㈜,퍼펙트 이코노미,합성세제,C-A02B-F001001-A15
1997,애경산업㈜,퍼펙트 토탈솔루션,합성세제,C-A02B-F001001-A15
1998,애경산업㈜,투명한생각 액체세제,합성세제,C-A02B-K004002-A15
1999,애경산업㈜,엄마의선택 구연산,섬유유연제,C-A04B-A00050002-A170
2000,애경산업㈜,투명한생각 구연산,섬유유연제,C-A04B-A00050002-A170
2001,애경산업㈜,아이린 햇살가득 화원의 향,섬유유연제,C-A04B-K003002-A15
2002,애경산업㈜,투명한생각 섬유유연제,섬유유연제,C-A04B-K003002-A15
2003,애경산업㈜,리큐 베이직 일반세탁기용,합성세제,C-A02B-K004002-A15
2004,애경산업㈜,울샴푸고급면전용세제,합성세제,C-A02B-K004003-A15
2005,애경산업㈜,울샴푸 교복워시,합성세제,C-A02B-K004003-A15
2006,애경산업㈜,리큐 베이직 드럼세탁기용,합성세제,C-A02B-K004002-A15
2007,애경산업㈜,스파크 미네랄 액체세제 일반드럼세탁기용,합성세제,C-A02B-K004002-A15
2008,애경산업㈜,리큐 진한겔 베이킹소다 일반세탁기용,합성세제,C-A02B-K004002-A15
2009,애경산업㈜,리큐 진한겔 실내건조 일반드럼세탁기용,합성세제,C-A02B-K004002-A15
2010,애경산업㈜,리큐 진한겔 클린 액체세제,합성세제,C-A02B-K004002-A15
2011,애경산업㈜,리큐 진한겔 베이킹소다 PLUS 일반/드럼 겸용,합성세제,C-A02B-K004002-A15
2012,애경산업㈜,스파크 액체세제 일반세탁기용,합성세제,C-A02B-K004002-A15
2013,애경산업㈜,스파크 액체세제 드럼세탁기용,합성세제,C-A02B-K004002-A15
2014,애경산업㈜,울샴푸 오리지널,합성세제,C-A02B-K004003-A150
2015,애경산업㈜,울샴푸 화이트자스민,합성세제,C-A02B-K004003-A150
2016,애경산업㈜,울샴푸 퍼퓸인퓨전,합성세제,C-A02B-K004003-A150
2017,애경산업㈜,울샴푸 퍼플라일락,합성세제,C-A02B-K004003-A150
2018,애경산업㈜,울샴푸 다운워시,합성세제,C-A02B-K004003-A150
2019,애경산업㈜,리큐 미니겔 일반세탁기용,합성세제,C-A02B-K004002-A15
2020,애경산업㈜,리큐 미니겔 드럼세탁기용,합성세제,C-A02B-K004002-A15
2021,애경산업㈜,반만쓰는 리큐 진한겔 1/2 드럼세탁기용,합성세제,C-A02B-K004002-A15
2022,애경산업㈜,반만쓰는 리큐 진한겔 1/2 일반드럼세탁기용,합성세제,C-A02B-K004002-A15
2023,애경산업㈜,리큐 1/2 스피드워시 드럼세탁기용,합성세제,C-A02B-K004002-A15
2024,애경산업㈜,반만쓰는 리큐 진한겔 1/2 일반세탁기용,합성세제,C-A02B-K004002-A150
